open,high,low,close,adjClose,volume,Date
0.2,0.16,0.19,0.26,0.11,1913,2021-02-28
0.28,0.34,0.35,0.32,0.1,1603,2021-08-09
0.21,0.06,0.3,0.22,0.17,1777,2023-04-03
0.35,0.25,0.07,0.31,0.26,1613,2021-07-30
0.11,0.18,0.21,0.26,0.25,1263,2020-08-09
0.06,0.24,0.17,0.06,0.18,1406,2024-06-15
0.11,0.16,0.32,0.21,0.26,1277,2023-06-10
0.1,0.32,0.18,0.32,0.3,1547,2022-06-24
0.31,0.31,0.23,0.13,0.12,1129,2021-06-16
0.25,0.31,0.15,0.23,0.21,1827,2023-01-22
0.33,0.13,0.24,0.22,0.33,1756,2024-11-10
0.06,0.32,0.16,0.23,0.32,1234,2023-12-02
0.29,0.33,0.09,0.09,0.07,1530,2024-04-02
0.28,0.14,0.19,0.24,0.18,1260,2025-04-14
0.14,0.16,0.1,0.12,0.17,1830,2025-09-16
0.31,0.19,0.25,0.2,0.22,1709,2023-04-06
0.21,0.07,0.14,0.11,0.09,1535,2021-12-20
0.34,0.11,0.2,0.07,0.24,1226,2024-09-10
0.22,0.19,0.08,0.07,0.14,1779,2020-09-16
0.2,0.14,0.07,0.32,0.07,1963,2022-11-19
0.14,0.25,0.07,0.13,0.24,1714,2022-12-31
0.19,0.17,0.16,0.32,0.1,1864,2024-05-10
0.14,0.18,0.08,0.18,0.07,1875,2022-04-04
0.31,0.27,0.33,0.1,0.08,1726,2024-06-07
0.16,0.15,0.13,0.12,0.18,1664,2020-09-29
0.34,0.12,0.19,0.1,0.31,1818,2022-08-22
0.14,0.27,0.16,0.21,0.1,1904,2022-01-02
0.33,0.3,0.21,0.17,0.33,1591,2023-05-08
0.15,0.34,0.13,0.32,0.15,1234,2025-11-11
0.23,0.33,0.18,0.26,0.25,1805,2023-11-12
0.06,0.22,0.21,0.08,0.1,1402,2023-11-21
0.12,0.1,0.07,0.25,0.11,1655,2022-12-31
0.34,0.13,0.17,0.09,0.25,1916,2024-12-25
0.07,0.1,0.17,0.09,0.11,1022,2025-02-22
0.19,0.35,0.28,0.19,0.25,1525,2022-06-21
0.3,0.24,0.12,0.17,0.08,1603,2024-06-22
0.25,0.28,0.11,0.17,0.17,1594,2022-12-18
0.11,0.22,0.31,0.32,0.11,1594,2021-10-18
0.29,0.26,0.06,0.22,0.12,1926,2021-06-06
0.07,0.16,0.25,0.07,0.2,1184,2025-09-26
0.09,0.14,0.09,0.25,0.07,1647,2024-06-22
0.18,0.31,0.19,0.13,0.34,1597,2021-03-30
0.2,0.13,0.31,0.08,0.16,1026,2022-12-08
0.32,0.08,0.19,0.2,0.1,1284,2025-03-25
0.2,0.08,0.12,0.33,0.35,1019,2021-08-06
0.13,0.31,0.27,0.28,0.09,1814,2021-02-21
0.22,0.26,0.35,0.21,0.35,1314,2024-11-26
0.09,0.26,0.27,0.1,0.32,1493,2023-07-23
0.13,0.34,0.07,0.26,0.32,1833,2025-10-09
0.13,0.23,0.29,0.05,0.34,1441,2024-12-04
0.13,0.07,0.25,0.17,0.18,1026,2021-05-14
0.33,0.19,0.23,0.22,0.21,1537,2025-04-06
0.2,0.17,0.17,0.27,0.21,1222,2022-11-10
0.08,0.25,0.25,0.26,0.18,1990,2025-07-23
0.3,0.29,0.17,0.07,0.11,1389,2024-09-01
0.2,0.14,0.26,0.34,0.34,1071,2023-03-08
0.13,0.15,0.08,0.16,0.26,1948,2020-08-18
0.24,0.3,0.29,0.2,0.25,1769,2025-02-16
0.1,0.26,0.14,0.08,0.08,1087,2020-08-10
0.35,0.08,0.08,0.19,0.12,1592,2024-03-07
0.17,0.06,0.24,0.25,0.29,1140,2025-11-05
0.1,0.23,0.06,0.09,0.17,1878,2021-05-14
0.35,0.26,0.31,0.09,0.32,1403,2020-11-30
0.22,0.28,0.14,0.26,0.17,1559,2024-03-30
0.22,0.12,0.19,0.28,0.19,1785,2022-12-08
0.08,0.34,0.29,0.27,0.1,1292,2021-10-26
0.33,0.18,0.26,0.23,0.32,1549,2021-05-09
0.07,0.1,0.34,0.23,0.13,1232,2020-08-29
0.09,0.05,0.18,0.18,0.11,1056,2024-08-15
0.17,0.32,0.32,0.33,0.09,1101,2020-10-26
0.19,0.2,0.05,0.21,0.08,1183,2021-07-29
0.27,0.27,0.06,0.15,0.21,1214,2021-10-01
0.11,0.16,0.13,0.22,0.13,1841,2023-06-02
0.2,0.23,0.28,0.29,0.15,1398,2022-04-23
0.17,0.19,0.21,0.26,0.24,1011,2023-05-31
0.28,0.29,0.31,0.21,0.23,1478,2021-05-10
0.13,0.19,0.14,0.11,0.25,1857,2025-12-06
0.14,0.1,0.06,0.24,0.07,1121,2021-07-12
0.28,0.27,0.24,0.12,0.21,1538,2024-08-24
0.23,0.18,0.34,0.3,0.19,1626,2023-09-26
0.14,0.32,0.12,0.24,0.27,1898,2023-04-22
0.1,0.24,0.16,0.1,0.11,1105,2025-08-07
0.35,0.22,0.34,0.11,0.21,1679,2021-09-16
0.23,0.06,0.27,0.29,0.27,1495,2022-02-17
0.31,0.16,0.13,0.14,0.31,1301,2022-05-24
0.32,0.15,0.13,0.15,0.23,1983,2024-10-01
0.11,0.28,0.33,0.21,0.3,1003,2023-11-11
0.09,0.15,0.08,0.18,0.17,1605,2020-09-17
0.23,0.17,0.12,0.12,0.13,1623,2020-08-16
0.18,0.29,0.06,0.07,0.26,1115,2024-05-12
0.28,0.34,0.11,0.24,0.21,1837,2024-01-23
0.16,0.28,0.1,0.19,0.31,1383,2021-08-12
0.3,0.23,0.12,0.27,0.26,1915,2022-08-19
0.2,0.27,0.2,0.06,0.25,1184,2020-10-02
0.18,0.27,0.23,0.17,0.06,1677,2025-10-07
0.24,0.24,0.31,0.3,0.32,1759,2025-01-13
0.07,0.11,0.11,0.34,0.32,1576,2025-06-05
0.15,0.31,0.2,0.2,0.11,1408,2024-01-13
0.29,0.29,0.1,0.3,0.09,1203,2020-10-01
0.19,0.18,0.34,0.33,0.22,1910,2021-10-08
0.23,0.07,0.06,0.07,0.32,1916,2023-02-15
0.33,0.07,0.25,0.08,0.16,1819,2021-07-01
0.21,0.31,0.25,0.08,0.31,1404,2022-07-08
0.31,0.2,0.2,0.26,0.27,1275,2025-12-09
0.1,0.34,0.19,0.16,0.28,1200,2022-11-09
0.14,0.28,0.35,0.06,0.33,1007,2024-05-10
0.35,0.29,0.06,0.25,0.15,1111,2023-09-15
0.06,0.06,0.11,0.17,0.24,1050,2024-06-24
0.26,0.22,0.34,0.29,0.31,1069,2024-08-10
0.32,0.06,0.12,0.33,0.28,1151,2024-03-09
0.34,0.17,0.09,0.15,0.23,1691,2023-01-15
0.28,0.34,0.1,0.27,0.33,1519,2021-07-18
0.25,0.23,0.15,0.14,0.06,1894,2021-07-21
0.21,0.16,0.05,0.3,0.05,1152,2025-03-25
0.16,0.13,0.2,0.06,0.15,1750,2024-06-15
0.11,0.23,0.31,0.22,0.24,1649,2022-05-03
0.29,0.15,0.12,0.11,0.26,1628,2025-04-13
0.07,0.3,0.06,0.27,0.29,1812,2023-02-22
0.19,0.16,0.13,0.1,0.24,1770,2020-09-12
0.18,0.18,0.25,0.31,0.26,1346,2021-02-07
0.26,0.25,0.33,0.18,0.26,1338,2020-12-07
0.09,0.24,0.06,0.34,0.19,1414,2023-09-01
0.09,0.1,0.35,0.07,0.34,1581,2023-01-03
0.35,0.26,0.12,0.15,0.08,1334,2024-12-24
0.17,0.08,0.16,0.34,0.22,1163,2023-12-01
0.34,0.23,0.08,0.1,0.12,1317,2021-10-10
0.27,0.29,0.2,0.32,0.33,1228,2025-04-27
0.23,0.15,0.3,0.06,0.26,1104,2022-12-31
0.17,0.26,0.19,0.27,0.29,1568,2024-07-20
0.08,0.26,0.13,0.12,0.28,1109,2023-05-06
0.2,0.08,0.11,0.08,0.14,1760,2020-08-22
0.29,0.12,0.2,0.32,0.06,1208,2025-10-18
0.27,0.14,0.21,0.07,0.28,1787,2024-10-21
0.22,0.25,0.33,0.22,0.2,1149,2024-12-17
0.16,0.25,0.29,0.26,0.13,1549,2022-07-12
0.32,0.26,0.14,0.26,0.22,1208,2021-01-30
0.3,0.28,0.18,0.17,0.3,1628,2020-12-12
0.22,0.22,0.27,0.09,0.16,1031,2023-02-09
0.24,0.1,0.25,0.24,0.29,1399,2025-10-23
0.2,0.07,0.22,0.21,0.24,1646,2022-01-17
0.15,0.12,0.26,0.21,0.11,1952,2024-03-06
0.06,0.34,0.29,0.24,0.25,1316,2025-01-01
0.07,0.12,0.2,0.14,0.3,1519,2021-01-30
0.09,0.14,0.28,0.23,0.12,1088,2024-11-12
0.05,0.28,0.29,0.26,0.18,1181,2025-06-20
0.15,0.28,0.31,0.07,0.21,1439,2025-08-16
0.17,0.15,0.19,0.06,0.25,1220,2022-12-28
0.15,0.17,0.25,0.17,0.26,1783,2023-04-20
0.08,0.23,0.08,0.17,0.32,1550,2024-05-10
0.23,0.24,0.09,0.11,0.09,1364,2022-10-10
0.13,0.12,0.14,0.15,0.23,1992,2024-12-03
0.17,0.27,0.25,0.09,0.18,1893,2024-05-24
0.1,0.09,0.34,0.19,0.07,1460,2020-09-05
0.27,0.18,0.14,0.35,0.05,1645,2025-01-23
0.1,0.17,0.33,0.24,0.27,1804,2021-05-30
0.06,0.33,0.29,0.11,0.2,1833,2024-09-09
0.19,0.34,0.17,0.21,0.16,1289,2024-12-26
0.07,0.24,0.15,0.25,0.35,1524,2022-04-17
0.34,0.3,0.34,0.28,0.15,1951,2022-10-16
0.3,0.31,0.21,0.05,0.25,1167,2024-08-22
0.28,0.22,0.23,0.1,0.26,1179,2023-10-12
0.2,0.22,0.34,0.34,0.24,1157,2025-08-03
0.24,0.07,0.06,0.12,0.06,1948,2021-07-10
0.16,0.3,0.25,0.16,0.31,1366,2022-12-15
0.2,0.19,0.08,0.23,0.15,1928,2025-02-13
0.16,0.31,0.31,0.19,0.06,1202,2025-10-19
0.27,0.16,0.17,0.24,0.08,1647,2024-05-07
0.3,0.3,0.31,0.06,0.35,1330,2021-03-16
0.19,0.25,0.19,0.23,0.27,1771,2022-06-25
0.08,0.09,0.28,0.12,0.23,1782,2024-03-03
0.1,0.24,0.17,0.15,0.16,1982,2026-01-02
0.25,0.09,0.34,0.12,0.21,1429,2022-10-12
0.19,0.21,0.25,0.08,0.13,1355,2022-07-12
0.06,0.21,0.12,0.34,0.14,1043,2021-07-18
0.29,0.21,0.2,0.3,0.26,1603,2023-02-24
0.05,0.3,0.26,0.15,0.31,1651,2025-12-14
0.06,0.35,0.21,0.1,0.18,1145,2024-01-15
0.19,0.2,0.17,0.08,0.2,1408,2022-12-20
0.17,0.31,0.12,0.18,0.16,1679,2023-07-25
0.26,0.06,0.23,0.31,0.12,1542,2021-05-06
0.25,0.32,0.33,0.33,0.27,1328,2022-10-07
0.24,0.26,0.34,0.24,0.21,1126,2024-03-19
0.25,0.19,0.18,0.27,0.18,1619,2023-10-01
0.11,0.14,0.15,0.27,0.1,1426,2024-06-18
0.18,0.06,0.3,0.3,0.12,1819,2023-05-22
0.06,0.07,0.06,0.09,0.11,1749,2023-04-11
0.27,0.16,0.19,0.15,0.14,1378,2025-04-14
0.14,0.18,0.07,0.16,0.29,1672,2022-01-19
0.11,0.27,0.21,0.14,0.18,1605,2021-04-08
0.22,0.26,0.25,0.2,0.24,1920,2022-01-10
0.08,0.14,0.12,0.13,0.16,1717,2022-07-28
0.18,0.21,0.29,0.25,0.26,1790,2025-08-19
0.27,0.13,0.08,0.05,0.32,1007,2020-08-09
0.23,0.06,0.29,0.3,0.25,1943,2025-06-08
0.16,0.24,0.1,0.18,0.19,1036,2025-04-24
0.35,0.06,0.16,0.07,0.21,1171,2022-12-03
0.06,0.32,0.15,0.35,0.29,1650,2025-03-21
0.18,0.13,0.2,0.31,0.19,1709,2022-09-10
0.12,0.32,0.2,0.16,0.27,1893,2022-04-23
0.22,0.15,0.09,0.2,0.3,1672,2024-09-05
0.32,0.29,0.34,0.08,0.18,1021,2021-01-04
0.3,0.32,0.23,0.1,0.16,1054,2022-06-04
0.27,0.24,0.2,0.34,0.11,1066,2022-04-24
0.18,0.26,0.07,0.15,0.22,1948,2022-12-07
0.12,0.28,0.17,0.27,0.12,1329,2023-05-28
0.2,0.25,0.12,0.16,0.07,1600,2021-02-12
0.18,0.17,0.11,0.25,0.12,1562,2025-02-04
0.14,0.22,0.15,0.09,0.33,1183,2022-05-31
0.34,0.09,0.27,0.07,0.08,1153,2026-01-04
0.15,0.16,0.15,0.24,0.11,1292,2023-10-20
0.2,0.27,0.2,0.08,0.31,1903,2024-04-08
0.23,0.32,0.26,0.12,0.32,1953,2020-11-27
0.05,0.09,0.32,0.25,0.12,1208,2024-03-18
0.26,0.18,0.25,0.33,0.24,1857,2022-08-07
0.29,0.08,0.2,0.13,0.23,1075,2025-08-08
0.18,0.22,0.17,0.09,0.28,1144,2025-10-31
0.15,0.22,0.24,0.23,0.08,1476,2021-09-12
0.06,0.12,0.23,0.15,0.19,1473,2021-07-18
0.07,0.06,0.06,0.29,0.16,1784,2025-06-17
0.3,0.28,0.15,0.09,0.21,1619,2021-06-25
0.3,0.09,0.19,0.1,0.18,1464,2023-03-23
0.11,0.17,0.11,0.08,0.23,1919,2025-03-18
0.07,0.34,0.28,0.35,0.31,1810,2025-05-19
0.06,0.16,0.14,0.08,0.14,1280,2024-05-01
0.22,0.1,0.05,0.12,0.09,1259,2021-10-03
0.12,0.27,0.1,0.13,0.26,1396,2020-08-14
0.13,0.07,0.15,0.18,0.27,1299,2022-11-09
0.23,0.15,0.25,0.34,0.17,1318,2022-07-23
0.35,0.16,0.28,0.3,0.33,1910,2023-07-29
0.19,0.25,0.17,0.29,0.22,1613,2022-12-01
0.14,0.31,0.11,0.23,0.27,1394,2020-09-05
0.07,0.21,0.11,0.18,0.13,1811,2025-05-23
0.33,0.21,0.22,0.23,0.3,1829,2020-10-26
0.25,0.23,0.21,0.11,0.23,1815,2023-02-28
0.08,0.28,0.1,0.28,0.07,1084,2024-07-05
0.34,0.26,0.22,0.33,0.13,1744,2024-07-02
0.2,0.21,0.33,0.07,0.12,1033,2023-12-25
0.27,0.16,0.32,0.08,0.23,1188,2022-04-30
0.06,0.16,0.05,0.05,0.25,1081,2022-12-01
0.34,0.08,0.19,0.19,0.31,1722,2022-01-27
0.16,0.07,0.15,0.09,0.35,1236,2022-04-27
0.25,0.24,0.2,0.06,0.07,1156,2022-03-17
0.14,0.11,0.28,0.15,0.1,1367,2022-10-04
0.09,0.08,0.33,0.31,0.34,1281,2024-01-02
0.06,0.32,0.19,0.24,0.29,1234,2021-09-03
0.16,0.27,0.22,0.26,0.1,1488,2024-01-28
0.31,0.28,0.32,0.34,0.16,1534,2024-05-13
0.19,0.25,0.27,0.24,0.3,1275,2021-06-13
0.15,0.28,0.31,0.1,0.28,1953,2025-06-02
0.2,0.07,0.28,0.12,0.26,1103,2020-09-25
0.09,0.26,0.13,0.07,0.18,1500,2025-07-01
0.3,0.1,0.13,0.12,0.18,1700,2022-04-13
0.17,0.16,0.14,0.26,0.08,1777,2024-07-10
0.25,0.18,0.34,0.23,0.19,1010,2025-09-22
0.22,0.25,0.08,0.08,0.27,1317,2021-03-09
0.31,0.35,0.31,0.21,0.18,1251,2025-05-30
0.33,0.12,0.11,0.34,0.07,1548,2021-07-04
0.25,0.19,0.05,0.2,0.08,1797,2025-04-18
0.33,0.33,0.28,0.32,0.14,1707,2024-08-18
0.27,0.22,0.08,0.19,0.17,1218,2021-05-05
0.12,0.23,0.22,0.2,0.19,1590,2024-10-16
0.18,0.3,0.34,0.19,0.14,1445,2021-08-29
0.19,0.26,0.16,0.13,0.25,1485,2024-07-29
0.25,0.24,0.06,0.33,0.05,1971,2022-10-22
0.12,0.28,0.1,0.06,0.08,1837,2023-11-02
0.19,0.12,0.23,0.1,0.23,1473,2024-09-01
0.34,0.24,0.24,0.12,0.35,1014,2020-08-05
0.13,0.29,0.22,0.32,0.07,1359,2022-10-25
0.24,0.13,0.09,0.12,0.26,1899,2021-08-30
0.24,0.33,0.19,0.16,0.09,1507,2022-06-21
0.21,0.05,0.26,0.21,0.07,1681,2024-02-26
0.31,0.22,0.32,0.1,0.08,1473,2025-03-03
0.3,0.07,0.26,0.18,0.22,1417,2025-02-26
0.24,0.29,0.31,0.3,0.21,1798,2025-07-04
0.16,0.16,0.22,0.34,0.23,1838,2024-06-12
0.29,0.24,0.22,0.12,0.14,1269,2022-03-09
0.35,0.15,0.05,0.18,0.31,1543,2022-07-04
0.27,0.34,0.25,0.12,0.25,1665,2026-01-16
0.13,0.18,0.27,0.19,0.34,1085,2022-12-06
0.2,0.22,0.09,0.22,0.24,1875,2024-06-29
0.27,0.07,0.2,0.24,0.33,1434,2020-11-24
0.17,0.11,0.33,0.12,0.2,1696,2023-02-16
0.13,0.21,0.19,0.09,0.25,1807,2023-11-01
0.1,0.12,0.17,0.12,0.26,1311,2022-01-08
0.07,0.19,0.28,0.18,0.15,1453,2025-05-17
0.21,0.12,0.15,0.23,0.25,1677,2023-08-11
0.3,0.3,0.08,0.24,0.07,1824,2025-05-15
0.2,0.21,0.19,0.18,0.22,1846,2023-05-09
0.27,0.18,0.18,0.3,0.1,1859,2023-08-17
0.21,0.34,0.3,0.09,0.3,1820,2025-12-25
0.22,0.33,0.18,0.13,0.26,1260,2024-11-11
0.12,0.06,0.09,0.25,0.09,1181,2021-03-31
0.21,0.07,0.19,0.09,0.32,1635,2025-04-07
0.31,0.21,0.18,0.11,0.16,1737,2025-06-26
0.22,0.06,0.27,0.26,0.13,1728,2024-09-20
0.11,0.11,0.27,0.28,0.25,1823,2023-07-13
0.25,0.33,0.26,0.07,0.13,1456,2024-08-11
0.05,0.23,0.05,0.07,0.16,1467,2022-11-18
0.29,0.08,0.06,0.07,0.23,1541,2020-08-09
0.23,0.11,0.34,0.08,0.25,1231,2024-08-14
0.29,0.32,0.21,0.16,0.19,1454,2023-10-08
0.26,0.12,0.16,0.33,0.29,1341,2021-08-23
0.27,0.06,0.23,0.14,0.23,1559,2025-09-14
0.24,0.34,0.28,0.34,0.28,1032,2025-09-05
0.35,0.29,0.25,0.11,0.31,1256,2023-09-02
0.12,0.32,0.06,0.14,0.17,1015,2025-02-03
0.33,0.24,0.12,0.09,0.14,1534,2022-06-21
0.21,0.1,0.27,0.23,0.13,1039,2023-08-18
0.05,0.15,0.28,0.21,0.31,1762,2022-03-27
0.27,0.19,0.15,0.28,0.11,1764,2024-04-09
0.31,0.13,0.33,0.09,0.2,1929,2025-05-20
0.29,0.29,0.18,0.2,0.08,1830,2024-12-24
0.15,0.22,0.32,0.09,0.35,1228,2022-12-22
0.29,0.32,0.05,0.32,0.22,1488,2021-10-13
0.27,0.33,0.24,0.2,0.14,1600,2023-10-22
0.17,0.25,0.06,0.29,0.2,1526,2023-03-10
0.17,0.17,0.27,0.09,0.09,1671,2023-03-07
0.15,0.14,0.26,0.25,0.14,1427,2023-04-19
0.26,0.33,0.15,0.08,0.31,1263,2023-03-16
0.16,0.06,0.2,0.06,0.06,1115,2024-04-17
0.14,0.15,0.12,0.18,0.13,1745,2022-10-10
0.24,0.1,0.15,0.13,0.25,1689,2023-07-11
0.05,0.32,0.3,0.31,0.19,1112,2022-07-08
0.35,0.07,0.25,0.08,0.31,1918,2021-04-24
0.11,0.14,0.34,0.29,0.14,1875,2025-12-21
0.19,0.3,0.09,0.31,0.29,1562,2025-11-21
0.25,0.26,0.21,0.33,0.22,1691,2020-12-12
0.12,0.22,0.1,0.27,0.21,1822,2022-06-02
0.25,0.29,0.21,0.06,0.22,1889,2024-02-17
0.35,0.22,0.1,0.09,0.18,1464,2023-06-21
0.27,0.09,0.34,0.27,0.27,1958,2024-08-25
0.05,0.06,0.17,0.21,0.24,1469,2024-02-24
0.19,0.06,0.3,0.09,0.32,1340,2021-07-14
0.22,0.07,0.23,0.11,0.13,1533,2024-10-06
0.21,0.22,0.29,0.21,0.16,1434,2023-03-18
0.19,0.3,0.32,0.29,0.21,1180,2023-10-18
0.11,0.21,0.14,0.16,0.17,1367,2023-10-07
0.34,0.09,0.35,0.17,0.22,1920,2021-08-06
0.05,0.34,0.32,0.2,0.33,1874,2024-07-27
0.19,0.16,0.1,0.1,0.11,1266,2024-01-05
0.18,0.12,0.24,0.1,0.26,1030,2023-10-24
0.26,0.26,0.19,0.27,0.17,1956,2022-03-13
0.09,0.24,0.23,0.3,0.25,1327,2022-06-18
0.05,0.24,0.16,0.24,0.31,1958,2023-12-31
0.18,0.25,0.26,0.12,0.32,1911,2024-05-01
0.15,0.34,0.27,0.11,0.28,1356,2024-05-22
0.17,0.34,0.18,0.26,0.28,1396,2020-10-31
0.31,0.33,0.18,0.18,0.1,1952,2024-02-04
0.23,0.08,0.22,0.23,0.05,1676,2022-07-11
0.28,0.26,0.08,0.19,0.08,1647,2023-09-13
0.25,0.15,0.29,0.11,0.29,1338,2022-09-24
0.28,0.27,0.33,0.25,0.21,1687,2024-08-23
0.09,0.28,0.29,0.23,0.3,1776,2023-10-22
0.18,0.13,0.24,0.23,0.13,1895,2024-04-03
0.33,0.17,0.1,0.17,0.23,1192,2022-01-17
0.23,0.05,0.29,0.19,0.22,1856,2022-06-04
0.14,0.32,0.28,0.34,0.28,1835,2021-05-19
0.23,0.35,0.29,0.33,0.28,1421,2021-01-20
0.27,0.18,0.07,0.34,0.06,1890,2021-10-08
0.13,0.17,0.21,0.05,0.05,1253,2022-06-21
0.26,0.09,0.1,0.19,0.19,1295,2021-01-29
0.28,0.14,0.09,0.32,0.09,1761,2020-11-30
0.08,0.28,0.11,0.32,0.28,1389,2021-08-06
0.1,0.18,0.22,0.33,0.1,1491,2022-11-01
0.19,0.18,0.22,0.31,0.26,1080,2020-09-10
0.06,0.14,0.06,0.12,0.21,1773,2022-03-07
0.33,0.16,0.32,0.22,0.18,1080,2025-09-24
0.11,0.22,0.1,0.23,0.25,1096,2021-09-22
0.25,0.13,0.1,0.09,0.12,1743,2025-11-26
0.07,0.21,0.12,0.06,0.23,1459,2022-03-08
0.06,0.18,0.2,0.07,0.31,1789,2025-04-12
0.21,0.08,0.1,0.3,0.2,1055,2021-12-09
0.19,0.2,0.27,0.27,0.34,1133,2024-11-27
0.12,0.15,0.16,0.25,0.1,1930,2026-01-08
0.1,0.15,0.33,0.32,0.23,1512,2021-02-08
0.16,0.2,0.08,0.22,0.11,1416,2025-06-20
0.16,0.19,0.05,0.32,0.11,1160,2023-04-20
0.16,0.22,0.07,0.35,0.19,1353,2024-12-15
0.25,0.2,0.16,0.13,0.35,1863,2022-03-18
0.14,0.1,0.1,0.19,0.34,1905,2023-06-13
0.26,0.15,0.2,0.21,0.3,1395,2024-04-11
0.29,0.22,0.07,0.08,0.2,1658,2022-06-10
0.09,0.32,0.19,0.06,0.14,1427,2024-04-10
0.13,0.21,0.07,0.35,0.18,1950,2020-09-17
0.14,0.2,0.22,0.24,0.11,1468,2021-04-21
0.08,0.2,0.2,0.3,0.23,1461,2023-07-08
0.2,0.23,0.18,0.1,0.13,1580,2020-09-10
0.34,0.14,0.15,0.05,0.3,1679,2024-11-01
0.2,0.25,0.32,0.34,0.19,1313,2022-11-12
0.34,0.09,0.06,0.23,0.35,1863,2022-06-01
0.28,0.26,0.08,0.27,0.12,1603,2023-03-16
0.24,0.34,0.19,0.12,0.22,1928,2021-02-15
0.13,0.13,0.12,0.28,0.11,1137,2021-11-03
0.08,0.12,0.07,0.1,0.26,1283,2023-07-16
0.2,0.32,0.21,0.19,0.18,1328,2024-02-13
0.06,0.21,0.3,0.12,0.05,1335,2024-08-12
0.13,0.31,0.23,0.25,0.08,1045,2022-09-21
0.3,0.33,0.1,0.17,0.06,1496,2021-03-10
0.25,0.15,0.33,0.08,0.09,1681,2025-02-15
0.08,0.13,0.3,0.09,0.07,1504,2026-01-09
0.1,0.14,0.23,0.2,0.29,1960,2025-05-15
0.25,0.06,0.34,0.33,0.32,1585,2024-12-30
0.06,0.18,0.21,0.07,0.06,1732,2023-03-28
0.27,0.13,0.34,0.09,0.07,1132,2020-12-06
0.18,0.08,0.29,0.34,0.15,1775,2022-10-11
0.1,0.23,0.25,0.13,0.22,1941,2023-03-04
0.23,0.23,0.08,0.34,0.19,1221,2025-10-22
0.23,0.15,0.18,0.21,0.16,1865,2024-07-17
0.19,0.29,0.1,0.12,0.12,1231,2023-07-24
0.21,0.21,0.06,0.33,0.22,1623,2022-12-02
0.12,0.24,0.19,0.09,0.17,1965,2024-06-07
0.16,0.31,0.1,0.23,0.17,1701,2024-04-04
0.31,0.08,0.31,0.34,0.12,1438,2025-10-06
0.18,0.24,0.25,0.22,0.05,1135,2022-03-14
0.06,0.33,0.22,0.27,0.17,1424,2021-09-27
0.25,0.12,0.22,0.07,0.21,1539,2021-09-25
0.34,0.19,0.2,0.27,0.09,1363,2023-05-24
0.12,0.05,0.13,0.29,0.08,1461,2023-07-18
0.28,0.16,0.11,0.13,0.07,1623,2023-03-22
0.24,0.13,0.35,0.16,0.28,1671,2022-10-23
0.25,0.09,0.07,0.08,0.24,1724,2023-10-25
0.25,0.12,0.31,0.13,0.29,1629,2025-04-19
0.08,0.19,0.17,0.09,0.17,1225,2020-11-15
0.09,0.24,0.11,0.13,0.11,1079,2022-06-02
0.2,0.16,0.33,0.22,0.22,1681,2024-03-17
0.14,0.23,0.32,0.2,0.19,1637,2022-05-14
0.15,0.21,0.26,0.31,0.32,1634,2021-02-27
0.14,0.19,0.18,0.34,0.19,1071,2022-03-02
0.17,0.17,0.06,0.26,0.13,1152,2021-07-07
0.07,0.32,0.16,0.2,0.08,1603,2020-11-12
0.28,0.13,0.06,0.16,0.06,1363,2025-10-29
0.24,0.08,0.3,0.1,0.16,1625,2024-11-13
0.11,0.33,0.11,0.09,0.07,1877,2023-06-13
0.16,0.29,0.16,0.08,0.09,1144,2022-06-07
0.32,0.23,0.23,0.17,0.29,1318,2021-01-07
0.13,0.19,0.24,0.26,0.25,1156,2021-09-24
0.29,0.08,0.32,0.28,0.31,1614,2021-02-05
0.2,0.28,0.28,0.33,0.31,1172,2023-05-29
0.23,0.07,0.1,0.29,0.16,1119,2022-07-25
0.21,0.26,0.16,0.22,0.08,1560,2022-09-29
0.08,0.27,0.22,0.1,0.29,1115,2024-11-08
0.21,0.28,0.15,0.23,0.32,1376,2022-08-19
0.08,0.09,0.1,0.31,0.15,1974,2025-01-31
0.28,0.25,0.26,0.19,0.12,1476,2024-01-19
0.27,0.27,0.3,0.33,0.28,1858,2025-10-09
0.34,0.31,0.22,0.22,0.08,1620,2020-09-16
0.13,0.29,0.35,0.05,0.26,1030,2024-11-16
0.21,0.21,0.19,0.3,0.19,1781,2025-11-20
0.13,0.21,0.33,0.13,0.19,1513,2022-01-29
0.32,0.35,0.09,0.27,0.22,1030,2020-09-19
0.21,0.28,0.1,0.31,0.22,1058,2024-12-17
0.29,0.32,0.11,0.18,0.15,1431,2023-05-05
0.25,0.26,0.35,0.23,0.11,1654,2021-07-25
0.1,0.22,0.21,0.33,0.3,1016,2025-01-17
0.23,0.23,0.08,0.31,0.34,1073,2022-12-29
0.07,0.29,0.06,0.16,0.13,1612,2025-09-27
0.13,0.34,0.13,0.16,0.05,1833,2025-01-05
0.32,0.13,0.07,0.24,0.19,1262,2023-11-07
0.05,0.26,0.3,0.32,0.26,1490,2026-01-21
0.3,0.13,0.34,0.11,0.34,1485,2020-11-10
0.07,0.14,0.31,0.17,0.06,1448,2025-09-09
0.19,0.33,0.14,0.15,0.17,1877,2020-08-09
0.18,0.15,0.11,0.12,0.17,1015,2022-11-17
0.21,0.1,0.09,0.08,0.3,1840,2022-02-04
0.33,0.18,0.09,0.22,0.34,1721,2023-05-25
0.18,0.13,0.1,0.26,0.21,1953,2023-08-25
